event_id,entity_id,entity_type,timestamp,source_ip,geo_country,geo_city,geo_lat,geo_lon,resource_accessed,auth_method,auth_success,session_id,session_duration,command_sequence,device_os,device_mac,device_protocol,device_user_agent,bytes_out,bytes_in,split
evt_ses_user_0067_00086_004,user_0067,user,2026-02-01 03:28:14.463733+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/db/staging/query,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard > view_logs > view_logs > open_dashboard,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,3237.411493718903,1370.0517084426417,val
evt_ses_user_0067_00086_005,user_0067,user,2026-02-01 03:28:27.194109+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/db/staging/query,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard > view_logs > view_logs > open_dashboard > view_logs,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,4633.5532781911315,2918.0126427450605,val
evt_ses_user_0067_00086_006,user_0067,user,2026-02-01 03:28:42.057324+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/artifacts/registry,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard > view_logs > view_logs > open_dashboard > view_logs > open_dashboard,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,37298.6674763723,4569.267838414755,val
evt_ses_user_0067_00086_007,user_0067,user,2026-02-01 03:28:56.932539+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/k8s/staging/pods,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard > view_logs > view_logs > open_dashboard > view_logs > open_dashboard > view_logs,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,22031.82523666961,13660.243571992267,val
evt_ses_user_0067_00086_008,user_0067,user,2026-02-01 03:29:18.248514+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/artifacts/registry,token,True,ses_user_0067_00086,241.33002326407507,open_dashboard > view_logs > view_logs > open_dashboard > view_logs > open_dashboard > view_logs > open_dashboard,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,4225.590844696335,6152.384360722222,val
evt_ses_user_0067_00086_009,user_0067,user,2026-02-01 03:29:30.721175+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/k8s/staging/logs,token,True,ses_user_0067_00086,241.33002326407507,view_logs > view_logs > open_dashboard > view_logs > open_dashboard > view_logs > open_dashboard > view_logs,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,26636.725827730203,5631.049726181495,val
evt_ses_user_0067_00086_010,user_0067,user,2026-02-01 03:29:54.031190+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/etl/nightly/load,token,True,ses_user_0067_00086,241.33002326407507,view_logs > open_dashboard > view_logs > open_dashboard > view_logs > open_dashboard > view_logs > logout,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,15027.81388255329,4468.776958839417,val
evt_ses_user_0079_00071_000,user_0079,user,2026-02-01 06:14:31.251551+00:00,10.143.214.183,India,Bengaluru,12.962190653723626,77.6245309074785,/mail/inbox,mfa,True,ses_user_0079_00071,454.40631552656015,login,Windows 10 21H2,02:7a:81:86:30:6a,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,3882.9258260053043,792.5256151546458,val
evt_ses_user_0079_00071_001,user_0079,user,2026-02-01 06:17:02.695960+00:00,10.143.214.183,India,Bengaluru,12.962190653723626,77.6245309074785,/portal/directory,mfa,True,ses_user_0079_00071,454.40631552656015,login > open_portal,Windows 10 21H2,02:7a:81:86:30:6a,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,8454.826724921657,1934.6229329681878,val
evt_ses_user_0079_00071_002,user_0079,user,2026-02-01 06:18:58.357873+00:00,10.143.214.183,India,Bengaluru,12.962190653723626,77.6245309074785,/portal/directory,mfa,True,ses_user_0079_00071,454.40631552656015,login > open_portal > submit_timesheet,Windows 10 21H2,02:7a:81:86:30:6a,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,6234.527384297491,935.7144219340898,val
evt_ses_user_0079_00071_003,user_0079,user,2026-02-01 06:20:19.937407+00:00,10.143.214.183,India,Bengaluru,12.962190653723626,77.6245309074785,/finance/expense-claim,mfa,True,ses_user_0079_00071,454.40631552656015,login > open_portal > submit_timesheet > view_document,Windows 10 21H2,02:7a:81:86:30:6a,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,1008.0936676948018,4221.186455046503,val
evt_ses_svc_0036_00185_000,svc_0036,service_account,2026-02-10 00:01:47.589148+00:00,10.171.148.142,India,Gurugram,28.424567989113964,77.0606464833245,/api/gateway/inventory,token,True,ses_svc_0036_00185,87.34361566126408,authenticate,Alpine 3.19 (container),02:20:e1:32:b2:ca,grpc,Alpine-agent/1.0,17421.47780266938,9273.649543867823,test
evt_ses_svc_0036_00185_001,svc_0036,service_account,2026-02-10 00:02:07.784063+00:00,10.171.148.142,India,Gurugram,28.424567989113964,77.0606464833245,/api/gateway/orders,token,True,ses_svc_0036_00185,87.34361566126408,authenticate > warm_cache,Alpine 3.19 (container),02:20:e1:32:b2:ca,grpc,Alpine-agent/1.0,49032.679512026625,5863.126202607648,test
evt_ses_svc_0036_00185_002,svc_0036,service_account,2026-02-10 00:02:27.471746+00:00,10.171.148.142,India,Gurugram,28.424567989113964,77.0606464833245,/queue/events,token,True,ses_svc_0036_00185,87.34361566126408,authenticate > warm_cache > warm_cache,Alpine 3.19 (container),02:20:e1:32:b2:ca,grpc,Alpine-agent/1.0,10821.20991305776,6166.428770032977,test
evt_ses_dev_0022_00285_000,dev_0022,edge_device,2026-02-10 00:04:05.381362+00:00,10.134.177.85,India,Pune,18.542163427854344,73.87735532975633,/plant/telemetry/push,certificate,True,ses_dev_0022_00285,104.01050118640283,handshake,FreeRTOS 10.4 / fw 2.1.3,02:33:c7:27:5f:b1,mqtt,FreeRTOS-agent/1.0,2095.507447608423,1527.1686987884414,test
evt_ses_svc_0005_00192_000,svc_0005,service_account,2026-02-10 00:04:29.916570+00:00,10.159.244.90,India,Bengaluru,12.933684358187255,77.62330080783477,/etl/nightly/extract,token,True,ses_svc_0005_00192,134.14875623108566,authenticate,Debian 12 (container),02:5e:96:8a:86:c8,https,Debian-agent/1.0,266966.640490985,129439.56229965805,test
evt_ses_dev_0022_00285_001,dev_0022,edge_device,2026-02-10 00:04:42.481456+00:00,10.134.177.85,India,Pune,18.542163427854344,73.87735532975633,/plant/diagnostics,certificate,True,ses_dev_0022_00285,104.01050118640283,handshake > read_sensor,FreeRTOS 10.4 / fw 2.1.3,02:33:c7:27:5f:b1,mqtt,FreeRTOS-agent/1.0,1642.513455456226,795.3615876013904,test
evt_ses_svc_0005_00192_001,svc_0005,service_account,2026-02-10 00:05:41.751416+00:00,10.159.244.90,India,Bengaluru,12.933684358187255,77.62330080783477,/etl/nightly/load,token,True,ses_svc_0005_00192,134.14875623108566,authenticate > snapshot,Debian 12 (container),02:5e:96:8a:86:c8,https,Debian-agent/1.0,83359.3439190807,113053.34500355476,test
evt_ses_dev_0023_00259_000,dev_0023,edge_device,2026-02-10 00:06:34.376043+00:00,10.69.33.84,India,Gurugram,28.467524420012747,77.05355970776377,/plant/telemetry/push,certificate,True,ses_dev_0023_00259,44.659114308047585,handshake,QNX 7.1 / fw 1.8.9,02:71:ee:2e:c4:93,mqtt,QNX-agent/1.0,1243.671558030536,546.9390591474007,test
evt_ses_dev_0023_00259_001,dev_0023,edge_device,2026-02-10 00:06:44.935078+00:00,10.69.33.84,India,Gurugram,28.467524420012747,77.05355970776377,/plant/diagnostics,certificate,True,ses_dev_0023_00259,44.659114308047585,handshake > push_telemetry,QNX 7.1 / fw 1.8.9,02:71:ee:2e:c4:93,mqtt,QNX-agent/1.0,1523.9334142583612,222.73063140695928,test
evt_ses_dev_0023_00259_002,dev_0023,edge_device,2026-02-10 00:06:55.919139+00:00,10.69.33.84,India,Gurugram,28.467524420012747,77.05355970776377,/plant/diagnostics,certificate,True,ses_dev_0023_00259,44.659114308047585,handshake > push_telemetry > push_telemetry,QNX 7.1 / fw 1.8.9,02:71:ee:2e:c4:93,mqtt,QNX-agent/1.0,2044.0568048863934,778.3953556193728,test
evt_ses_dev_0023_00259_003,dev_0023,edge_device,2026-02-10 00:07:03.136514+00:00,10.69.33.84,India,Gurugram,28.467524420012747,77.05355970776377,/plant/firmware/check,certificate,True,ses_dev_0023_00259,44.659114308047585,handshake > push_telemetry > push_telemetry > heartbeat,QNX 7.1 / fw 1.8.9,02:71:ee:2e:c4:93,mqtt,QNX-agent/1.0,703.7666291282129,1403.9432218200777,test
evt_ses_user_0015_00048_000,user_0015,user,2026-02-10 01:53:59.059986+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/docs/meeting-notes,password,True,ses_user_0015_00048,264.0864573872824,login,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,4915.923118558897,2975.124076318334,test
evt_ses_user_0015_00048_001,user_0015,user,2026-02-10 01:54:49.468476+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/portal/home,password,True,ses_user_0015_00048,264.0864573872824,login > search_docs,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,35791.719629332525,1626.4272139314728,test
evt_ses_user_0015_00048_002,user_0015,user,2026-02-10 01:55:35.174909+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/docs/meeting-notes,password,True,ses_user_0015_00048,264.0864573872824,login > search_docs > view_document,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,1893.400230156253,3303.104643333833,test
evt_ses_user_0015_00048_003,user_0015,user,2026-02-10 01:55:56.166672+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/portal/home,password,True,ses_user_0015_00048,264.0864573872824,login > search_docs > view_document > download_report,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,10900.94068453613,1431.268585904764,test
evt_ses_user_0015_00048_004,user_0015,user,2026-02-10 01:56:35.979032+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/portal/home,password,True,ses_user_0015_00048,264.0864573872824,login > search_docs > view_document > download_report > view_document,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,1203.2354811202665,637.0833088346034,test
evt_ses_user_0015_00048_005,user_0015,user,2026-02-10 01:57:12.313808+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/portal/timesheet,password,True,ses_user_0015_00048,264.0864573872824,login > search_docs > view_document > download_report > view_document > download_report,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,6229.388772920855,2745.990980114267,test
evt_ses_user_0015_00048_006,user_0015,user,2026-02-10 01:57:35.679057+00:00,10.71.117.183,India,Pune,18.51950202648326,73.85385083028643,/portal/home,password,True,ses_user_0015_00048,264.0864573872824,login > search_docs > view_document > download_report > view_document > download_report > logout,Windows 11 22H2,02:3e:bc:76:8b:d4,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,27131.328660925737,5067.176847419708,test
evt_ses_user_0154_00104_000,user_0154,user,2026-02-10 01:59:50.987451+00:00,10.154.167.78,United States,Phoenix,33.401810578431814,-112.06099115885053,/plant/firmware/check,token,True,ses_user_0154_00104,896.544460319598,login,Windows 11 22H2,02:7b:ac:c9:1b:c1,https,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,19129.25800009229,8071.811026378194,test
